Navire,IMO,Type,Port,Date_arrivee_rade,Date_depart_rade,Duree_en_rade,Duree_en_rade_heures,Raison,Jauge_brute_GT,Longueur_LOA_m,Tirant_eau_m,Navires_en_attente_rade,Indice_congestion_port,Conditions_meteo,Poste_a_quai_assigne,Jour_semaine,Mois,Annee
MV Pioneer 2,IMO9619176,Céréalier,Port d'Alger,2024-05-08 19:00,2024-05-11 09:01,62h01,62.02,Attente poste à quai,29793,174.7,11.2,5,0.57,Beau temps,Q8,Mercredi,5,2024
RoRo Tassili 7,IMO9084148,Roulier (Ro-Ro),Port d'Alger,2024-05-10 11:45,2024-05-12 12:53,49h09,49.14,Attente pilote,24284,149.5,10.3,12,0.66,Mer agitée,Q9,Vendredi,5,2024
MV Voyager 1,IMO9588508,Vraquier,Port d'Alger,2024-05-15 00:10,2024-05-18 14:32,86h23,86.38,Attente poste à quai,37526,120.8,7.4,11,0.98,Beau temps,Q4,Mercredi,5,2024
MV Cristal 6,IMO9644718,Vraquier,Port d'Alger,2024-05-22 05:50,2024-05-24 15:40,57h51,57.85,Attente marchandise,55711,150.7,9.7,4,0.56,Brouillard,Q11,Mercredi,5,2024
MSC/CMA Aurès 7,IMO9414798,Porte-conteneurs,Port d'Alger,2024-05-23 14:20,2024-05-25 13:34,47h14,47.24,Attente pilote,20209,258.7,14.7,9,0.98,Beau temps,Q8,Jeudi,5,2024
MV Emeraude 8,IMO9070394,Vraquier,Port d'Alger,2024-05-24 10:30,2024-05-26 06:56,44h27,44.44,Attente poste à quai,21878,222.0,12.4,4,0.36,Beau temps,Q2,Vendredi,5,2024
LNG Djurdjura 9,IMO9517488,Gazier,Port d'Alger,2024-05-27 18:45,2024-05-29 10:35,39h50,39.84,Attente poste à quai,17272,144.7,8.6,5,0.53,Beau temps,Q2,Lundi,5,2024
MV Baltic 4,IMO9655900,Céréalier,Port d'Alger,2024-05-28 09:00,2024-05-30 18:30,57h30,57.5,Attente poste à quai,49859,166.7,9.4,6,0.23,Beau temps,Q3,Mardi,5,2024
MT Levant 6,IMO9170555,Pétrolier,Port d'Alger,2024-05-28 15:45,2024-05-30 03:58,36h14,36.23,Attente pilote,82767,150.6,10.1,5,0.9,Beau temps,Q1,Mardi,5,2024
MV Baltic 2,IMO9605393,Vraquier,Port d'Alger,2024-05-29 12:00,2024-06-01 07:34,67h35,67.58,Attente déchargement,30077,127.3,7.0,10,1.0,Beau temps,Q6,Mercredi,5,2024
RoRo Baltic 3,IMO9732052,Roulier (Ro-Ro),Port d'Alger,2024-05-31 03:00,2024-06-01 22:53,43h54,43.89,Attente pilote,14998,134.6,9.1,9,1.0,Beau temps,Q9,Vendredi,5,2024
MV Cirta 5,IMO9531756,Céréalier,Port d'Alger,2024-06-02 02:40,2024-06-04 15:29,60h50,60.83,Encombrement quai,12658,182.8,10.2,4,0.4,Beau temps,Q6,Dimanche,6,2024
MSC/CMA Endeavour 9,IMO9588967,Porte-conteneurs,Port d'Alger,2024-06-03 03:40,2024-06-04 08:34,28h55,28.91,Attente poste à quai,71611,196.7,12.6,5,0.58,Beau temps,Q7,Lundi,6,2024
MSC/CMA Mitidja 3,IMO9169834,Porte-conteneurs,Port d'Alger,2024-06-05 16:00,2024-06-07 16:08,48h08,48.14,Attente pilote,119245,169.7,10.0,10,0.89,Beau temps,Q6,Mercredi,6,2024
RoRo Baltic 3,IMO9732052,Roulier (Ro-Ro),Port d'Alger,2024-06-11 23:30,2024-06-13 17:12,41h43,41.71,Attente poste à quai,15430,192.0,11.7,7,0.43,Houle,Q5,Mardi,6,2024
RoRo Endeavour 7,IMO9601253,Roulier (Ro-Ro),Port d'Alger,2024-06-12 00:50,2024-06-13 10:12,33h23,33.38,Attente pilote,28511,185.8,10.6,9,0.67,Beau temps,Q7,Mercredi,6,2024
MSC/CMA Sahel 1,IMO9743215,Porte-conteneurs,Port d'Alger,2024-06-12 19:10,2024-06-13 21:16,26h06,26.1,Attente pilote,100343,292.1,20.4,5,0.4,Beau temps,Q6,Mercredi,6,2024
MV Pioneer 6,IMO9234081,Vraquier,Port d'Alger,2024-06-13 20:50,2024-06-16 02:45,53h56,53.93,Attente déchargement,61697,152.8,10.2,5,1.0,Mer agitée,Q7,Jeudi,6,2024
MV Pioneer 2,IMO9619176,Céréalier,Port d'Alger,2024-06-14 23:20,2024-06-17 19:22,68h02,68.04,Attente poste à quai,12748,187.8,12.7,9,0.9,Houle,Q8,Vendredi,6,2024
MV Hoggar 6,IMO9222955,Vraquier,Port d'Alger,2024-06-16 01:15,2024-06-19 04:22,75h08,75.13,Attente marchandise,63677,132.2,8.1,9,0.65,Mer agitée,Q7,Dimanche,6,2024
MSC/CMA Cristal 3,IMO9506545,Porte-conteneurs,Port d'Alger,2024-06-16 05:45,2024-06-18 15:32,57h47,57.79,Attente poste à quai,43155,197.4,11.2,9,1.0,Houle,Q7,Dimanche,6,2024
MV Voyager 3,IMO9315029,Cimentier,Port d'Alger,2024-06-20 10:45,2024-06-23 05:56,67h11,67.18,Mauvais temps,27024,161.8,10.5,10,1.0,Beau temps,Q4,Jeudi,6,2024
MT Sahara 6,IMO9633052,Pétrolier,Port d'Alger,2024-06-21 01:10,2024-06-23 05:46,52h37,52.61,Attente autorisation,80169,174.3,11.0,8,1.0,Beau temps,Q11,Vendredi,6,2024
MV Mitidja 6,IMO9783790,Vraquier,Port d'Alger,2024-06-21 01:40,2024-06-22 22:35,44h55,44.92,Attente déchargement,26608,176.9,10.0,2,0.64,Beau temps,Q3,Vendredi,6,2024
MV Atlantic 3,IMO9690855,Cimentier,Port d'Alger,2024-06-23 14:20,2024-06-25 20:57,54h37,54.62,Mauvais temps,11934,113.2,7.0,7,0.52,Beau temps,Q11,Dimanche,6,2024
MV Diamant 3,IMO9572092,Vraquier,Port d'Alger,2024-06-23 17:45,2024-06-25 20:25,50h41,50.68,Attente marchandise,32729,163.8,10.5,6,0.51,Beau temps,Q10,Dimanche,6,2024
MV Voyager 1,IMO9588508,Vraquier,Port d'Alger,2024-06-24 01:20,2024-06-27 07:31,78h12,78.2,Encombrement quai,49311,127.2,7.6,7,0.54,Houle,Q12,Lundi,6,2024
MV Levant 9,IMO9284303,Vraquier,Port d'Alger,2024-06-24 20:30,2024-06-26 20:48,48h19,48.31,Attente marchandise,11311,132.3,8.3,5,0.92,Houle,Q3,Lundi,6,2024
MT Levant 6,IMO9170555,Pétrolier,Port d'Alger,2024-06-26 17:10,2024-06-28 19:08,49h58,49.97,Attente poste à quai,37122,184.9,12.2,8,0.48,Houle,Q4,Mercredi,6,2024
MV Voyager 1,IMO9588508,Vraquier,Port d'Alger,2024-06-27 02:10,2024-06-28 11:15,33h05,33.09,Attente marchandise,47641,162.7,10.0,3,0.51,Beau temps,Q10,Jeudi,6,2024
MV Cristal 7,IMO9727744,Cimentier,Port d'Alger,2024-06-30 00:00,2024-07-02 03:21,51h22,51.36,Attente poste à quai,13360,127.6,8.0,6,0.79,Beau temps,Q4,Dimanche,6,2024
MV Meridian 1,IMO9107629,Vraquier,Port d'Alger,2024-07-06 02:50,2024-07-08 20:36,65h46,65.77,Attente poste à quai,44505,154.6,10.7,5,1.0,Beau temps,Q9,Samedi,7,2024
MV Djurdjura 1,IMO9443940,Cimentier,Port d'Alger,2024-07-08 05:15,2024-07-10 14:06,56h51,56.85,Mauvais temps,20245,116.9,7.1,5,0.96,Beau temps,Q7,Lundi,7,2024
MV Kabylie 1,IMO9518317,Céréalier,Port d'Alger,2024-07-12 07:50,2024-07-15 14:30,78h41,78.68,Attente silo disponible,63845,205.2,11.8,3,0.44,Houle,Q8,Vendredi,7,2024
MV Zaccar 1,IMO9693384,Vraquier,Port d'Alger,2024-07-13 07:45,2024-07-14 20:49,37h04,37.07,Attente poste à quai,41069,178.7,11.5,5,0.48,Beau temps,Q6,Samedi,7,2024
MSC/CMA Chenoua 9,IMO9822405,Porte-conteneurs,Port d'Alger,2024-07-15 03:20,2024-07-17 14:02,58h43,58.71,Encombrement quai,70970,244.7,15.5,7,1.0,Vent fort,Q12,Lundi,7,2024
MT Bouzaréah 2,IMO9102170,Pétrolier,Port d'Alger,2024-07-19 10:50,2024-07-21 13:16,50h27,50.44,Attente autorisation,30185,241.5,14.2,11,1.0,Vent fort,Q1,Vendredi,7,2024
MV Horizon 8,IMO9286090,Vraquier,Port d'Alger,2024-07-19 20:50,2024-07-22 06:17,57h28,57.47,Attente poste à quai,62602,178.3,10.5,8,0.98,Beau temps,Q6,Vendredi,7,2024
MSC/CMA Atlas 1,IMO9825013,Porte-conteneurs,Port d'Alger,2024-07-20 02:20,2024-07-21 21:33,43h14,43.23,Attente pilote,103637,270.9,17.3,4,0.56,Beau temps,Q10,Samedi,7,2024
MV Atlantic 9,IMO9694022,Céréalier,Port d'Alger,2024-07-20 09:45,2024-07-23 00:12,62h28,62.46,Attente silo disponible,27381,167.1,11.6,9,0.46,Vent fort,Q4,Samedi,7,2024
MT Hoggar 5,IMO9735911,Pétrolier,Port d'Alger,2024-07-21 16:40,2024-07-24 18:28,73h48,73.8,Attente autorisation,28699,213.8,14.4,10,1.0,Beau temps,Q5,Dimanche,7,2024
MT Hoggar 5,IMO9735911,Pétrolier,Port d'Alger,2024-07-24 00:40,2024-07-26 17:40,65h01,65.01,Attente autorisation,79753,207.7,12.5,8,1.0,Vent fort,Q8,Mercredi,7,2024
MV Poseidon 1,IMO9580099,Vraquier,Port d'Alger,2024-07-25 21:15,2024-07-28 20:41,71h27,71.44,Encombrement quai,43724,136.1,9.2,5,1.0,Houle,Q9,Jeudi,7,2024
MSC/CMA Atlas 2,IMO9146569,Porte-conteneurs,Port d'Alger,2024-07-26 14:35,2024-08-08 19:54,317h20,317.33,Panne grue portuaire majeure,87986,262.5,9.3,19,0.82,Beau temps,Q4,Vendredi,7,2024
MV Tassili 4,IMO9450513,Cimentier,Port d'Alger,2024-07-27 20:40,2024-07-30 17:14,68h34,68.57,Attente déchargement,11799,100.4,7.0,11,0.74,Vent fort,Q5,Samedi,7,2024
MV Atlantic 6,IMO9420651,Cimentier,Port d'Alger,2024-08-01 11:15,2024-08-03 12:19,49h05,49.08,Attente poste à quai,12251,161.0,10.5,7,0.75,Vent fort,Q11,Jeudi,8,2024
MV Numidia 8,IMO9562275,Vraquier,Port d'Alger,2024-08-04 13:00,2024-08-07 12:09,71h09,71.16,Encombrement quai,9934,196.7,11.7,9,0.52,Mer agitée,Q11,Dimanche,8,2024
MV Atlas 4,IMO9390559,Vraquier,Port d'Alger,2024-08-08 16:45,2024-08-11 11:59,67h14,67.24,Encombrement quai,27170,221.3,12.2,10,1.0,Beau temps,Q3,Jeudi,8,2024
LNG Cirta 1,IMO9422179,Gazier,Port d'Alger,2024-08-14 23:00,2024-08-16 20:01,45h01,45.02,Attente poste à quai,10663,171.0,10.0,5,0.41,Vent fort,Q4,Mercredi,8,2024
MV Mitidja 7,IMO9751759,Vraquier,Port d'Alger,2024-08-15 17:15,2024-08-18 10:12,64h57,64.95,Encombrement quai,15981,150.4,10.5,6,0.67,Vent fort,Q7,Jeudi,8,2024
MV Ocean 7,IMO9886827,Vraquier,Port d'Alger,2024-08-17 02:15,2024-08-19 17:31,63h16,63.27,Attente marchandise,48416,215.8,14.2,9,0.58,Vent fort,Q2,Samedi,8,2024
MT Diamant 5,IMO9762847,Pétrolier,Port d'Alger,2024-08-21 09:00,2024-08-23 17:10,56h11,56.18,Contrôle douanier,48672,236.4,15.1,10,0.78,Beau temps,Q6,Mercredi,8,2024
MV Voyager 2,IMO9551033,Céréalier,Port d'Alger,2024-08-22 17:20,2024-08-25 11:26,66h07,66.11,Attente marchandise,61591,164.5,9.2,10,0.81,Beau temps,Q2,Jeudi,8,2024
MSC/CMA Sahel 9,IMO9230283,Porte-conteneurs,Port d'Alger,2024-08-26 13:20,2024-08-27 23:28,34h09,34.15,Attente grue,91462,205.2,13.2,5,0.32,Beau temps,Q7,Lundi,8,2024
MSC/CMA Mitidja 9,IMO9502551,Porte-conteneurs,Port d'Alger,2024-08-27 02:30,2024-09-10 11:46,345h17,345.28,Grève des dockers,85526,235.9,15.9,16,0.88,Beau temps,Q10,Mardi,8,2024
MV Levant 1,IMO9240174,Céréalier,Port d'Alger,2024-08-27 07:20,2024-08-30 19:01,83h42,83.7,Encombrement quai,47380,171.9,10.2,8,0.57,Beau temps,Q1,Mardi,8,2024
MT Sahel 3,IMO9225772,Pétrolier,Port d'Alger,2024-08-29 18:40,2024-09-01 03:58,57h18,57.3,Attente poste à quai,25596,200.5,13.3,4,1.0,Vent fort,Q5,Jeudi,8,2024
MV Diamant 1,IMO9526491,Vraquier,Port d'Alger,2024-08-30 18:20,2024-09-02 16:02,69h43,69.71,Attente déchargement,28662,210.6,12.2,7,0.93,Mer agitée,Q2,Vendredi,8,2024
RoRo Star 2,IMO9638720,Roulier (Ro-Ro),Port d'Alger,2024-08-31 17:15,2024-09-02 01:14,31h59,31.99,Attente poste à quai,8813,128.6,7.1,7,0.37,Beau temps,Q9,Samedi,8,2024
MT Mitidja 1,IMO9952040,Pétrolier,Port d'Alger,2024-09-01 15:20,2024-09-03 19:10,51h51,51.85,Attente autorisation,77764,152.4,10.4,6,0.61,Vent fort,Q9,Dimanche,9,2024
MV Mitidja 4,IMO9424045,Vraquier,Port d'Alger,2024-09-02 20:50,2024-09-05 02:06,53h17,53.28,Attente marchandise,34334,224.2,12.8,3,0.14,Mer agitée,Q11,Lundi,9,2024
MV Voyager 1,IMO9588508,Vraquier,Port d'Alger,2024-09-08 01:10,2024-09-10 15:08,61h59,61.98,Attente déchargement,19188,122.5,8.3,10,0.73,Beau temps,Q11,Dimanche,9,2024
LNG Mitidja 8,IMO9603853,Gazier,Port d'Alger,2024-09-08 10:15,2024-09-10 20:20,58h05,58.09,Attente autorisation,12495,156.8,8.8,8,0.85,Vent fort,Q7,Dimanche,9,2024
MSC/CMA Cirta 5,IMO9601987,Porte-conteneurs,Port d'Alger,2024-09-14 07:10,2024-09-16 03:19,44h09,44.16,Attente grue,37264,241.6,14.8,7,0.36,Beau temps,Q9,Samedi,9,2024
MV Hoggar 9,IMO9782544,Vraquier,Port d'Alger,2024-09-15 15:20,2024-09-17 09:56,42h37,42.61,Attente poste à quai,46739,144.0,10.0,5,0.17,Houle,Q5,Dimanche,9,2024
MSC/CMA Voyager 7,IMO9164735,Porte-conteneurs,Port d'Alger,2024-09-15 22:00,2024-09-17 15:54,41h55,41.92,Encombrement quai,54571,281.4,19.3,5,0.73,Beau temps,Q4,Dimanche,9,2024
MSC/CMA Chenoua 3,IMO9325845,Porte-conteneurs,Port d'Alger,2024-09-19 03:00,2024-09-20 20:08,41h08,41.14,Attente grue,98872,299.7,18.1,9,0.28,Mer agitée,Q2,Jeudi,9,2024
MV Pioneer 2,IMO9619176,Céréalier,Port d'Alger,2024-09-19 20:20,2024-09-21 21:07,48h47,48.78,Attente silo disponible,34750,180.6,12.4,7,0.21,Vent fort,Q5,Jeudi,9,2024
RoRo Djurdjura 2,IMO9751816,Roulier (Ro-Ro),Port d'Alger,2024-09-19 21:35,2024-09-27 04:29,174h54,174.9,Grève des dockers,10492,144.8,12.5,19,0.82,Vent fort,Q8,Jeudi,9,2024
MT Endeavour 3,IMO9593024,Pétrolier,Port d'Alger,2024-09-22 14:40,2024-09-25 04:27,61h47,61.78,Attente pilote,47104,167.4,10.1,7,0.9,Mer agitée,Q7,Dimanche,9,2024
MT Atlas 9,IMO9757273,Pétrolier,Port d'Alger,2024-09-26 00:00,2024-09-27 17:47,41h48,41.8,Attente pilote,51537,210.8,12.4,5,0.7,Beau temps,Q1,Jeudi,9,2024
MT Horizon 7,IMO9478987,Pétrolier,Port d'Alger,2024-09-28 02:50,2024-09-29 21:11,42h22,42.36,Contrôle douanier,87846,172.6,10.3,2,0.46,Mer agitée,Q11,Samedi,9,2024
MV Emeraude 7,IMO9082627,Vraquier,Port d'Alger,2024-09-30 11:20,2024-10-02 17:42,54h23,54.38,Attente déchargement,63097,168.8,10.1,6,0.95,Beau temps,Q12,Lundi,9,2024
MT Aurès 7,IMO9089856,Pétrolier,Port d'Alger,2024-10-01 07:40,2024-10-03 04:09,44h30,44.5,Attente pilote,27497,209.5,12.4,8,0.63,Vent fort,Q4,Mardi,10,2024
MSC/CMA Zaccar 1,IMO9843646,Porte-conteneurs,Port d'Alger,2024-10-02 09:40,2024-10-08 07:58,142h19,142.31,Avarie technique nécessitant expertise,29014,169.0,14.3,20,0.97,Brouillard,Q2,Mercredi,10,2024
MT Hoggar 5,IMO9735911,Pétrolier,Port d'Alger,2024-10-04 02:00,2024-10-05 05:49,27h49,27.82,Attente poste à quai,54771,165.5,9.6,5,0.05,Houle,Q4,Vendredi,10,2024
MT Sahara 6,IMO9633052,Pétrolier,Port d'Alger,2024-10-04 02:50,2024-10-05 01:38,22h49,22.81,Attente poste à quai,14114,199.6,12.8,3,0.15,Beau temps,Q3,Vendredi,10,2024
MV Atlas 4,IMO9306278,Vraquier,Port d'Alger,2024-10-04 13:50,2024-10-06 14:01,48h12,48.2,Attente déchargement,63892,143.6,8.0,5,0.67,Beau temps,Q9,Vendredi,10,2024
MV Poseidon 2,IMO9948729,Vraquier,Port d'Alger,2024-10-08 04:10,2024-10-10 13:58,57h49,57.81,Attente déchargement,34447,134.7,9.3,11,0.82,Beau temps,Q8,Mardi,10,2024
MV Atlas 7,IMO9348354,Vraquier,Port d'Alger,2024-10-12 19:20,2024-10-15 13:19,65h59,65.98,Encombrement quai,40638,150.5,10.4,4,0.7,Houle,Q6,Samedi,10,2024
MSC/CMA Atlas 5,IMO9256787,Porte-conteneurs,Port d'Alger,2024-10-13 06:50,2024-10-14 17:53,35h03,35.06,Attente poste à quai,108345,235.4,15.2,5,0.88,Beau temps,Q2,Dimanche,10,2024
MV Voyager 1,IMO9588508,Vraquier,Port d'Alger,2024-10-13 11:30,2024-10-15 13:22,49h53,49.88,Attente marchandise,47525,197.1,13.1,5,0.54,Vent fort,Q12,Dimanche,10,2024
MV Zaccar 7,IMO9631718,Céréalier,Port d'Alger,2024-10-15 11:30,2024-10-17 02:54,39h25,39.42,Attente silo disponible,60038,173.5,10.0,4,0.3,Brouillard,Q9,Mardi,10,2024
MSC/CMA Sahel 9,IMO9230283,Porte-conteneurs,Port d'Alger,2024-10-19 04:30,2024-10-21 04:47,48h17,48.29,Attente grue,75973,225.8,12.9,7,0.71,Beau temps,Q7,Samedi,10,2024
MV Voyager 1,IMO9588508,Vraquier,Port d'Alger,2024-10-19 12:50,2024-10-21 09:53,45h03,45.05,Attente marchandise,49723,185.9,10.7,3,0.35,Beau temps,Q12,Samedi,10,2024
RoRo Cirta 2,IMO9549857,Roulier (Ro-Ro),Port d'Alger,2024-10-25 22:45,2024-10-26 23:43,24h58,24.97,Attente poste à quai,25308,175.7,11.5,6,0.54,Beau temps,Q10,Vendredi,10,2024
MV Sahel 7,IMO9277306,Céréalier,Port d'Alger,2024-10-26 10:35,2024-11-03 00:46,182h11,182.19,Saturation totale du port,14485,203.0,14.4,20,0.98,Beau temps,Q4,Samedi,10,2024
MV Meridian 8,IMO9271782,Céréalier,Port d'Alger,2024-10-30 13:50,2024-11-02 01:38,59h49,59.81,Attente marchandise,19772,152.0,10.1,3,0.08,Vent fort,Q9,Mercredi,10,2024
MSC/CMA Pioneer 4,IMO9171339,Porte-conteneurs,Port d'Alger,2024-11-01 14:40,2024-11-03 08:25,41h45,41.75,Attente grue,69068,174.2,9.8,3,0.58,Mer agitée,Q11,Vendredi,11,2024
MSC/CMA Levant 6,IMO9605397,Porte-conteneurs,Port d'Alger,2024-11-02 20:40,2024-11-04 03:22,30h43,30.71,Attente poste à quai,34029,160.0,10.6,4,0.05,Vent fort,Q7,Samedi,11,2024
MSC/CMA Endeavour 1,IMO9182176,Porte-conteneurs,Port d'Alger,2024-11-03 12:15,2024-11-05 13:41,49h26,49.44,Attente pilote,70909,234.7,15.0,12,0.75,Beau temps,Q1,Dimanche,11,2024
MV Chenoua 8,IMO9027560,Cimentier,Port d'Alger,2024-11-07 07:10,2024-11-09 00:56,41h46,41.77,Mauvais temps,28763,142.0,9.4,3,0.34,Beau temps,Q6,Jeudi,11,2024
MV Endeavour 9,IMO9778932,Céréalier,Port d'Alger,2024-11-14 15:50,2024-11-25 09:55,258h05,258.09,Tempête majeure / Fermeture du port,14168,171.4,8.3,18,0.96,Beau temps,Q10,Jeudi,11,2024
RoRo Star 4,IMO9210647,Roulier (Ro-Ro),Port d'Alger,2024-11-15 09:40,2024-11-17 02:12,40h33,40.55,Attente pilote,23895,187.4,11.6,7,0.82,Beau temps,Q5,Vendredi,11,2024
MV Tassili 4,IMO9692816,Vraquier,Port d'Alger,2024-11-20 15:50,2024-11-27 00:07,152h17,152.29,Panne grue portuaire majeure,57921,165.5,12.2,11,0.92,Houle,Q5,Mercredi,11,2024
RoRo Bouzaréah 8,IMO9343187,Roulier (Ro-Ro),Port d'Alger,2024-11-21 23:30,2024-11-23 08:48,33h18,33.3,Attente pilote,34653,163.2,11.0,7,0.34,Mer agitée,Q2,Jeudi,11,2024
MT Star 4,IMO9335872,Pétrolier,Port d'Alger,2024-11-24 11:50,2024-11-26 21:33,57h44,57.73,Attente poste à quai,52855,189.4,12.8,11,0.82,Beau temps,Q3,Dimanche,11,2024
LNG Hoggar 3,IMO9852728,Gazier,Port d'Alger,2024-11-27 21:55,2024-12-06 18:07,212h12,212.2,Attente prolongée poste à quai,15637,190.6,9.6,18,0.86,Brouillard,Q11,Mercredi,11,2024
MSC/CMA Pioneer 4,IMO9171339,Porte-conteneurs,Port d'Alger,2024-11-28 09:10,2024-11-30 05:30,44h21,44.35,Encombrement quai,87091,167.2,10.2,5,0.47,Brouillard,Q3,Jeudi,11,2024
MSC/CMA Kabylie 6,IMO9170395,Porte-conteneurs,Port d'Alger,2024-11-29 14:15,2024-12-01 04:41,38h26,38.44,Encombrement quai,57746,159.9,9.6,6,0.54,Beau temps,Q10,Vendredi,11,2024
RoRo Horizon 2,IMO9296439,Roulier (Ro-Ro),Port d'Alger,2024-12-01 08:15,2024-12-02 16:25,32h10,32.17,Attente poste à quai,32887,188.7,12.8,5,0.85,Beau temps,Q8,Dimanche,12,2024
MV Meridian 7,IMO9446980,Vraquier,Port d'Alger,2024-12-03 09:50,2024-12-06 06:30,68h41,68.68,Encombrement quai,57632,206.1,13.1,10,0.27,Mer agitée,Q12,Mardi,12,2024
MT Neptune 8,IMO9334400,Pétrolier,Port d'Alger,2024-12-03 15:40,2024-12-05 21:50,54h10,54.17,Attente poste à quai,47303,226.1,13.0,8,0.92,Beau temps,Q12,Mardi,12,2024
RoRo Tassili 7,IMO9812085,Roulier (Ro-Ro),Port d'Alger,2024-12-06 19:15,2024-12-08 11:36,40h21,40.36,Attente pilote,24969,123.4,8.6,9,0.42,Beau temps,Q1,Vendredi,12,2024
MSC/CMA Sahel 9,IMO9230283,Porte-conteneurs,Port d'Alger,2024-12-09 20:45,2024-12-11 08:32,35h47,35.79,Attente poste à quai,101366,270.6,17.1,6,0.82,Beau temps,Q4,Lundi,12,2024
RoRo Tassili 2,IMO9352909,Roulier (Ro-Ro),Port d'Alger,2024-12-13 11:10,2024-12-15 08:21,45h12,45.19,Attente poste à quai,11372,187.1,12.2,9,0.9,Beau temps,Q3,Vendredi,12,2024
MSC/CMA Star 7,IMO9391435,Porte-conteneurs,Port d'Alger,2024-12-13 17:00,2024-12-14 23:17,30h17,30.29,Attente poste à quai,20455,267.9,15.5,4,0.29,Beau temps,Q6,Vendredi,12,2024
MV Emeraude 7,IMO9082627,Vraquier,Port d'Alger,2024-12-14 08:40,2024-12-16 19:55,59h16,59.26,Encombrement quai,16141,196.1,11.4,5,0.6,Beau temps,Q8,Samedi,12,2024
RoRo Star 2,IMO9638720,Roulier (Ro-Ro),Port d'Alger,2024-12-14 15:00,2024-12-17 01:23,58h23,58.38,Attente poste à quai,11838,145.0,9.7,12,0.85,Beau temps,Q6,Samedi,12,2024
MT Sahara 5,IMO9756648,Pétrolier,Port d'Alger,2024-12-22 06:45,2024-12-24 09:33,50h49,50.81,Attente poste à quai,31932,157.9,8.9,5,0.45,Beau temps,Q1,Dimanche,12,2024
MV Aurès 2,IMO9623939,Vraquier,Port d'Alger,2024-12-23 05:00,2024-12-24 18:24,37h24,37.41,Attente déchargement,62926,213.8,12.7,3,0.15,Beau temps,Q7,Lundi,12,2024
MV Atlantic 6,IMO9075576,Cimentier,Port d'Alger,2024-12-26 22:20,2024-12-28 21:46,47h27,47.45,Mauvais temps,14515,161.5,11.0,5,0.36,Beau temps,Q1,Jeudi,12,2024
RoRo Ocean 5,IMO9639711,Roulier (Ro-Ro),Port d'Alger,2024-12-27 10:40,2024-12-29 04:04,41h25,41.41,Attente poste à quai,38913,180.9,12.5,6,0.82,Beau temps,Q5,Vendredi,12,2024
MSC/CMA Pioneer 4,IMO9171339,Porte-conteneurs,Port d'Alger,2024-12-28 00:10,2024-12-30 06:18,54h09,54.15,Attente grue,114674,195.8,11.3,6,0.94,Vent fort,Q2,Samedi,12,2024
RoRo Meridian 9,IMO9037642,Roulier (Ro-Ro),Port d'Alger,2024-12-28 12:40,2024-12-29 16:32,27h53,27.88,Attente poste à quai,18723,179.5,10.3,3,0.28,Mer agitée,Q11,Samedi,12,2024
MV Horizon 5,IMO9886486,Céréalier,Port d'Alger,2024-12-30 20:50,2025-01-02 23:43,74h53,74.89,Attente silo disponible,52663,178.8,11.2,3,0.78,Beau temps,Q5,Lundi,12,2024
Céréalier Synth-001,IMO9600000,Céréalier,Port d'Alger,2023-04-26 23:45,2023-05-11 05:36,341h51,341.85,Grève des dockers,15827,196.75,13.57,10,0.7,Brouillard,Q10,Mercredi,4,2023
Cimentier Synth-002,IMO9600001,Cimentier,Port d'Alger,2023-12-07 15:35,2023-12-21 06:11,326h36,326.6,Encombrement quai sévère,15396,135.19,7.44,17,0.71,Vent fort,Q5,Jeudi,12,2023
Gazier Synth-003,IMO9600002,Gazier,Port d'Alger,2024-09-05 19:45,2024-09-18 19:26,311h41,311.68333333333334,Conflit social au port,12947,168.22,9.74,17,0.77,Mer agitée,Q4,Jeudi,9,2024
Porte-conteneurs Synth-004,IMO9600003,Porte-conteneurs,Port d'Alger,2023-05-30 14:40,2023-06-06 16:09,169h29,169.48333333333332,Conflit social au port,105941,246.07,14.47,12,0.7,Houle,Q3,Mardi,5,2023
Porte-conteneurs Synth-005,IMO9600004,Porte-conteneurs,Port d'Alger,2022-11-12 23:50,2022-11-20 02:48,170h58,170.96666666666667,Encombrement quai sévère,57720,283.13,16.01,16,0.75,Mer agitée,Q4,Samedi,11,2022
Pétrolier Synth-006,IMO9600005,Pétrolier,Port d'Alger,2022-06-03 05:00,2022-06-09 01:03,140h03,140.05,Conflit social au port,69531,170.11,11.54,8,0.7,Mer agitée,Q1,Vendredi,6,2022
Vraquier Synth-007,IMO9600006,Vraquier,Port d'Alger,2024-12-13 00:55,2024-12-24 14:56,278h01,278.01666666666665,Encombrement quai sévère,41573,212.31,14.41,11,0.7,Beau temps,Q11,Vendredi,12,2024
Pétrolier Synth-008,IMO9600007,Pétrolier,Port d'Alger,2023-03-25 10:45,2023-04-07 08:46,310h01,310.01666666666665,Grève des dockers,13516,235.42,13.93,14,0.7,Houle,Q5,Samedi,3,2023
Pétrolier Synth-009,IMO9600008,Pétrolier,Port d'Alger,2023-06-28 04:25,2023-07-06 07:39,195h14,195.23333333333332,Panne système informatique portuaire,37234,211.63,10.22,8,0.7,Beau temps,Q8,Mercredi,6,2023
Vraquier Synth-010,IMO9600009,Vraquier,Port d'Alger,2024-04-17 13:30,2024-05-01 20:31,343h01,343.01666666666665,Conflit social au port,60392,140.29,9.91,15,0.7,Vent fort,Q11,Mercredi,4,2024
